shamsi_year_month,y,yhat,yhat_lower,yhat_upper,service,category,yhat_diff,yhat_low_diff,yhat_high_diff,min_diff_label
(1401-08),84.0,85.8431115797301,9.22749226468529,162.39666311093654,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,1.843111579730106,74.7725077353147,78.39666311093654,yhat_diff
(1401-09),132.0,115.73015598779956,32.94938946812392,197.8513975836088,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,16.269844012200437,99.05061053187609,65.85139758360879,yhat_diff
(1401-10),118.0,102.37619257007876,24.162400150173475,181.58205238781807,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,15.623807429921243,93.83759984982652,63.58205238781807,yhat_diff
(1401-11),89.0,95.24408257618003,15.10425348796876,173.259364845299,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,6.244082576180034,73.89574651203124,84.25936484529899,yhat_diff
(1401-12),113.0,124.62597178409308,48.35524476554132,201.7386787069657,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,11.625971784093082,64.64475523445867,88.73867870696569,yhat_diff
(1402-01),110.0,119.19539447130197,35.18594108056288,204.38503049521563,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,9.195394471301967,74.81405891943712,94.38503049521563,yhat_diff
(1402-02),106.0,112.55748741405334,34.32883128783895,192.38183603281848,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,6.557487414053341,71.67116871216105,86.38183603281848,yhat_diff
(1402-03),109.0,129.92151007812646,50.49253846476817,209.80472946781617,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,20.92151007812646,58.50746153523183,100.80472946781617,yhat_diff
(1402-04),175.0,185.8186321625006,98.40706796442728,272.8739709728756,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,10.818632162500592,76.59293203557272,97.87397097287561,yhat_diff
(1402-05),165.0,185.18237930467416,96.81840270607734,271.92927900250595,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,20.182379304674157,68.18159729392266,106.92927900250595,yhat_diff
(1402-06),124.0,124.5621754626214,42.14508378127179,206.84272723264056,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,0.5621754626213971,81.85491621872822,82.84272723264056,yhat_diff
(1402-07),122.0,112.62441299176672,29.66275517226505,195.75801990728328,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,9.375587008233282,92.33724482773495,73.75801990728328,yhat_diff
(1402-08),99.0,95.59136390035516,16.725214412730296,174.3576985819934,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,3.4086360996448377,82.2747855872697,75.35769858199339,yhat_diff
(1402-09),127.0,128.23879358094086,42.5064731298528,213.24359881186285,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,1.2387935809408646,84.4935268701472,86.24359881186285,yhat_diff
(1402-10),121.0,114.64065121725923,31.967715986711347,195.53751611734447,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,6.359348782740767,89.03228401328866,74.53751611734447,yhat_diff
(1402-11),120.0,110.45864508381744,25.131939123353312,195.95081092346783,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,9.541354916182556,94.8680608766467,75.95081092346783,yhat_diff
(1402-12),143.0,134.32024301807317,55.352911473883175,213.87013341645,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,8.679756981926829,87.64708852611682,70.87013341644999,yhat_diff
(1403-01),166.0,127.93081800807448,42.524633194497405,212.8067461448585,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,38.06918199192552,123.4753668055026,46.806746144858494,yhat_diff
(1403-02),109.0,126.90602884408752,41.91592481000586,211.56470322908888,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,17.906028844087515,67.08407518999414,102.56470322908888,yhat_diff
(1403-03),159.0,150.6252304347019,62.40523268380812,237.4354053655628,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,8.374769565298095,96.59476731619188,78.43540536556279,yhat_diff
(1403-04),221.0,183.85483621439093,99.16791194295176,269.15696882032955,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,37.14516378560907,121.83208805704824,48.15696882032955,yhat_diff
(1403-05),181.0,190.3318622621732,101.201690412197,278.67904587008263,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,9.331862262173189,79.798309587803,97.67904587008263,yhat_diff
(1403-06),143.0,138.76938785213764,51.61788976911184,226.31222144508712,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,4.2306121478623595,91.38211023088816,83.31222144508712,yhat_diff
(1403-07),120.0,118.7688833402345,32.96205070998961,203.48546436174257,تست دیاگ و ریمپ ECU خودرو,خدمات و تعمیرات خودرو,1.2311166597655046,87.03794929001039,83.48546436174257,yhat_diff
